,name,link,price,description,date_collected,image_link,in_stock,details
281,Sylvaner d'Alsace 2017 Vincent Fleith,https://www.kingscountywines.com/sylvaner-dalsace-2017-vincent-fleith.html,21.99,Expressive chamomile and lychee notes. Bone-dry. Killer w/ spicy.,2020-02-10 22:53:07.160227,https://cdn.shoplightspeed.com/shops/603808/files/17093557/sylvaner-dalsace-2017-vincent-fleith.jpg,In stock,null
282,Chardonnay Hyde Vineyard 2015 Larry Hyde,https://www.kingscountywines.com/chardonnay-hyde-vineyard-2015-larry-hyde.html,66.99,The Grand Cru of Napa Carneros. Poised. Not an oak monster.,2020-02-10 22:53:07.357405,https://cdn.shoplightspeed.com/shops/603808/files/17093612/chardonnay-hyde-vineyard-2015-larry-hyde.jpg,In stock,null
283,"Tinto ""Historico"" 2017 Catena Zapata*",https://www.kingscountywines.com/tinto-historico-2017-catena-zapata.html,21.99,"Coffee bean, some cocoa, plenty of fruit. Malbec and petit verdot.",2020-02-10 22:53:07.627251,https://cdn.shoplightspeed.com/shops/603808/files/17651661/tinto-historico-2017-catena-zapata.jpg,In stock,null
284,Cabernet Sauvignon 2017 Fiancetto,https://www.kingscountywines.com/cabernet-sauvignon-2017-fiancetto.html,35.99,"Here's your big, chewy Napa cabernet. Scratch that itch.",2020-02-10 22:53:07.851287,https://cdn.shoplightspeed.com/shops/603808/files/17093597/cabernet-sauvignon-2017-fiancetto.jpg,In stock,null
285,Reserve Chardonnay 2015 Lemelson*,https://www.kingscountywines.com/reserve-chardonnay-2015-lemelson.html,26.99,"Cozy, serious chard from Willamette. Brisk acidity, weighty body.",2020-02-10 22:53:08.042283,https://cdn.shoplightspeed.com/shops/603808/files/16877729/reserve-chardonnay-2015-lemelson.jpg,In stock,null
286,Mourvèdre Joshua's Starry Night 2017 Purity,https://www.kingscountywines.com/mourvedre-joshuas-starry-night-2017-purity.html,25.99,"Partial-carbo; savory, aromatic. Like a walk in the woods.",2020-02-10 22:53:08.266126,https://cdn.shoplightspeed.com/shops/603808/files/16877830/mourvedre-joshuas-starry-night-2017-purity.jpg,In stock,null
287,Langhe Nebbiolo 2018 Brezza,https://www.kingscountywines.com/langhe-nebbiolo-2018-brezza.html,24.99,"Fresh, subtle nebbiolo. Fragrant, delicate, transparent, gossamer.",2020-02-10 22:53:08.482297,https://cdn.shoplightspeed.com/shops/603808/files/16877840/langhe-nebbiolo-2018-brezza.jpg,In stock,null
288,Saint-Amour A la Folie 2017 Arpaye,https://www.kingscountywines.com/saint-amour-a-la-folie-2017-arpaye.html,28.99,null,2020-02-10 22:53:08.881142,null,In stock,null
289,Sauvignon Blanc 2018 Te Mata,https://www.kingscountywines.com/sauvignon-blanc-2018-te-mata.html,18.99,null,2020-02-10 22:53:09.093428,null,In stock,null
290,Gruner Veltliner Kremstal 2017 Proidl,https://www.kingscountywines.com/gruner-veltliner-kremstal-2017-proidl.html,23.99,null,2020-02-10 22:53:09.280909,null,In stock,null
291,Ribera del Duero 2018 Torremoron,https://www.kingscountywines.com/ribera-del-duero-2018-torremoron.html,15.99,null,2020-02-10 22:53:09.494609,null,In stock,null
292,Sauvignon Blanc 2019 Kobal,https://www.kingscountywines.com/copy-of-sauvignon-blanc-2018-kobal.html,15.99,null,2020-02-10 22:53:09.674115,null,In stock,null
293,Rot & Rosa NV Quantum Winery,https://www.kingscountywines.com/rot-rosa-nv-quantum-winery.html,23.99,null,2020-02-10 22:53:09.867785,null,In stock,null
294,Pinot Noir 2018 L'Umami,https://www.kingscountywines.com/copy-of-pinot-noir-2017-lumami.html,21.99,null,2020-02-10 22:53:10.071716,null,In stock,null
295,Gruner Veltliner 2017 Esterhazy,https://www.kingscountywines.com/gruner-veltliner-2017-esterhazy.html,24.99,null,2020-02-10 22:53:10.273576,null,In stock,null
296,Autour du Pigionnier 2016 Benoit Roseau,https://www.kingscountywines.com/autour-du-pigionnier-2016-benoit-roseau.html,18.99,Fresh & clean marsanne. Nutty & charming.,2020-02-10 22:53:10.470829,null,In stock,null
297,Rosé 3L NV From the Tank,https://www.kingscountywines.com/rose-3l-nv-from-the-tank.html,29.99,Old-vine grenache rosé in a big box.,2020-02-10 22:53:10.663637,null,In stock,null
298,Bordeaux Rouge 2017 Peybonhomme-les-Tours,https://www.kingscountywines.com/copy-of-bordeaux-blanc-2014-chateau-peybonhomme-le.html,21.99,null,2020-02-10 22:53:10.860173,null,In stock,null
299,Pet-Nat Orbis Moderandi 2019 OCD,https://www.kingscountywines.com/pet-nat-orbis-moderandi-2019-ocd.html,16.99,"Fizzy, grapefruity sauvignon blanc. Plenty of sediment, like you like.",2020-02-10 22:53:11.080345,null,In stock,null
300,Vino Rosso 1L 2018 Gatto Grosso,https://www.kingscountywines.com/vino-rosso-1l-2018-gatto-grosso-25040982.html,19.99,Glouglou sangio from Siena. Chug it under the Tuscan sun.,2020-02-10 22:53:11.280655,null,In stock,null
301,Nardo Rosso Roccamora 2016 Schola Sarmenti,https://www.kingscountywines.com/nardo-rosso-roccamora-2016-schola-sarmenti.html,19.99,"Negroamaro from Puglia's Salento Peninsula. Raisiny, savory, a little floral. Classic.",2020-02-10 22:53:11.487154,null,In stock,null
302,Champagne Extra Brut NV Besserat de Bellfon,https://www.kingscountywines.com/champagne-extra-brut-nv-besserat-de-bellfon.html,54.99,null,2020-02-10 22:53:11.675391,null,In stock,null
303,Muscadet Clisson 2015 Les Bêtes Curieuses,https://www.kingscountywines.com/muscadet-clisson-2015-les-betes-curieuses.html,25.99,"Old good muscadet. Dry, herbal, fennelly fantastic.",2020-02-10 22:53:11.864883,null,In stock,null
304,Viré-Clessé 2017 André Bonhomme,https://www.kingscountywines.com/vire-clesse-2017-andre-bonhomme.html,24.99,Brilliant Mâcon. The Solange to Pouilly-Fuissé’s Beyoncé.,2020-02-10 22:53:12.095907,null,In stock,null
305,"Chiroubles ""Les Gatilles"" 2017 Javernand",https://www.kingscountywines.com/chiroubles-les-gatilles-2017-javernand.html,16.99,"Spiced cherry, bright and round. What's not to like?",2020-02-10 22:53:12.337357,null,In stock,null
306,"Minervois Blanc ""Champ du Roy"" 2018 Coupe-Roses",https://www.kingscountywines.com/minervois-champ-du-roy-2018-coupe-roses.html,17.99,"Green apple, ripe pear, some sort of springwater thing. Totally awesome.",2020-02-10 22:53:12.550052,null,In stock,null
307,Imereti 2018 Amiran's Wine Cellar,https://www.kingscountywines.com/imereti-2018-amirans-wine-cellar.html,28.99,Three Georgian varieties vinified in amphora with extended skin contact. Orange.,2020-02-10 22:53:12.774275,https://cdn.shoplightspeed.com/shops/603808/files/17875113/imereti-2018-amirans-wine-cellar.jpg,In stock,null
308,Red Field Blend 2018 Source & Sink,https://www.kingscountywines.com/red-field-blend-2018-source-sink.html,23.99,"Inky petite sirah blend. Fine-grained tannins, purple fruit, good times.",2020-02-10 22:53:12.978934,https://cdn.shoplightspeed.com/shops/603808/files/17875096/red-field-blend-2018-source-sink.jpg,In stock,null
309,"Côte de Brouilly ""Cuvée Le Loup"" 2017 Grand Pré",https://www.kingscountywines.com/cote-de-brouilly-cuvee-le-loup-2017-chateau-de-gra.html,22.99,"Super perfumy, dramatic, well-fruited. Natural goodness.",2020-02-10 22:53:13.171334,https://cdn.shoplightspeed.com/shops/603808/files/17875116/cote-de-brouilly-cuvee-le-loup-2017-chateau-de-gra.jpg,In stock,null
310,Chianti Classico Gran Selezione 2015 Montefili,https://www.kingscountywines.com/chianti-classico-gran-selezione-2015-montefili.html,74.99,null,2020-02-10 22:53:13.420397,https://cdn.shoplightspeed.com/shops/603808/files/17746619/chianti-classico-gran-selezione-2015-montefili.jpg,In stock,null
311,Toscana Rosato 2018 Montefili,https://www.kingscountywines.com/toscana-rosato-2018-montefili.html,19.99,Gutsy rose of 100% sangiovese. Year-round.,2020-02-10 22:53:13.638499,https://cdn.shoplightspeed.com/shops/603808/files/17744820/toscana-rosato-2018-montefili.jpg,In stock,null
312,Riesling Kaefferkopf 1.5L 2016 Schoech,https://www.kingscountywines.com/riesling-grand-cru-kaefferkopf-15l-2016-schoech.html,74.99,"Perfect Alsatian dry riesling, for Chinatown Christmas Eve. Dignify dim sum.",2020-02-10 22:53:14.065475,https://cdn.shoplightspeed.com/shops/603808/files/14217351/riesling-kaefferkopf-15l-2016-schoech.jpg,Out of stock,null
313,Bandol Rouge 1.5L 2011 Châteaux Pradeaux,https://www.kingscountywines.com/bandol-rouge-15l-2011-chateaux-pradeaux.html,82.99,"Harmonious, animal, meaty, polished smooth mourvèdre. Glory.",2020-02-10 22:53:14.248216,https://cdn.shoplightspeed.com/shops/603808/files/13122989/bandol-rouge-15l-2011-chateaux-pradeaux.jpg,Out of stock,null
314,"Chardonnay ""Electric Acid Test"" 2017 Brand",https://www.kingscountywines.com/chardonnay-electric-acid-test-2017-brand.html,15.99,"Riesling & chardonnay don't belong together, BUT. Dry, tangy, wet.",2020-02-10 22:53:14.465975,https://cdn.shoplightspeed.com/shops/603808/files/16076671/chardonnay-electric-acid-test-2017-brand.jpg,In stock,null
315,Chablis Les Preuses 2007 Clotilde Davenne,https://www.kingscountywines.com/chablis-gr-cru-les-preuses-2007-clotilde-davenne.html,109.99,"No oak, 12 years old, Grand Freakin Cru. Subtle and harmonious.",2020-02-10 22:53:14.676337,https://cdn.shoplightspeed.com/shops/603808/files/14243762/chablis-les-preuses-2007-clotilde-davenne.jpg,Out of stock,null
316,Frankovka 2012 Kosovec,https://www.kingscountywines.com/frankovka-2012-kosovec.html,16.99,"Blaufrankisch from Croatia. Meaty, not-tannic, pleasurable.",2020-02-10 22:53:14.881487,https://cdn.shoplightspeed.com/shops/603808/files/13594230/frankovka-2012-kosovec.jpg,In stock,null
317,Moschofilero Fteri 2017 Troupis Winery,https://www.kingscountywines.com/moschofilero-fteri-2017-troupis-winery.html,16.99,Peloponnese white. Textured & floral with citron notes. Obsessed.,2020-02-10 22:53:15.091652,https://cdn.shoplightspeed.com/shops/603808/files/12923429/moschofilero-fteri-2017-troupis-winery.jpg,In stock,null
318,Malvasia Bianca 2016 Birichino,https://www.kingscountywines.com/malvasia-bianca-2016-birichino.html,18.99,Meyer lemons & elderflowers. Sure to blow you away.,2020-02-10 22:53:15.297922,https://cdn.shoplightspeed.com/shops/603808/files/12923664/malvasia-bianca-2016-birichino.jpg,In stock,null
319,Beerenauslese 500mL 2015 Proidl,https://www.kingscountywines.com/riesling-beerenauslesen-500ml-2015-proidl.html,62.99,"Botrytised riesling. Noble, rich, complex, rightfully famous.",2020-02-10 22:53:15.489476,https://cdn.shoplightspeed.com/shops/603808/files/13613539/beerenauslese-500ml-2015-proidl.jpg,In stock,null
320,Dry Furmint 2016 Tokaj-Hétszölö,https://www.kingscountywines.com/dry-furmint-2016-tokaj-hetszolo.html,19.99,"Lime, pear, candied citron & mineral. You'll be obsessed.",2020-02-10 22:53:15.692764,https://cdn.shoplightspeed.com/shops/603808/files/14243713/dry-furmint-2016-tokaj-hetszoeloe.jpg,In stock,null
321,White Blend 2018 Bloem,https://www.kingscountywines.com/white-blend-2018-bloem.html,10.99,"Crisp, earthy blend of citrus blossom and stone fruit from the Cape Floral Kingdom.",2020-02-10 22:53:15.937956,https://cdn.shoplightspeed.com/shops/603808/files/12923669/white-blend-2018-bloem.jpg,In stock,null
322,"Cab Sauv ""Super Cali"" Vogelzang 2013 CCGP",https://www.kingscountywines.com/cab-sauv-super-cali-vogelzang-2013-ccgp.html,99.99,"Wild-yeast, extreme-maceration, long-elevage, subtle, complex beaut.",2020-02-10 22:53:16.107667,https://cdn.shoplightspeed.com/shops/603808/files/17651766/cab-sauv-super-cali-vogelzang-2013-ccgp.jpg,In stock,null
323,"Aloxe Corton ""Les Citernes"" 2015 Bidault",https://www.kingscountywines.com/les-citernes-2015-bidault.html,59.99,null,2020-02-10 22:53:16.298510,https://cdn.shoplightspeed.com/shops/603808/files/14234960/aloxe-corton-les-citernes-2015-bidault.jpg,null,null
324,Champagne Silver Brut Nature NV Andre Clouet,https://www.kingscountywines.com/champagne-silver-brut-nv-andre-clouet.html,49.99,"Lean & clean, but biscuity. Blanc de Noirs, dosage zero.",2020-02-10 22:53:16.525621,https://cdn.shoplightspeed.com/shops/603808/files/12923649/champagne-silver-brut-nature-nv-andre-clouet.jpg,In stock,null
325,Kosher Chardonnay 2018 Backsberg,https://www.kingscountywines.com/kosher-chardonnay-2018-backsberg.html,18.99,"Lemon zest, melon, and hazelnut flavors. Kosher for Passover.",2020-02-10 22:53:16.715638,https://cdn.shoplightspeed.com/shops/603808/files/14213965/kosher-chardonnay-2018-backsberg.jpg,In stock,null
326,Cremant de Bourgogne Brut 1.5L NV Tripoz,https://www.kingscountywines.com/cremant-de-bourgogne-prestige-brut-15l-nv-tripoz.html,74.99,"Elegant, floral, large format. Make that party classy!",2020-02-10 22:53:16.945629,https://cdn.shoplightspeed.com/shops/603808/files/14243821/cremant-de-bourgogne-brut-15l-nv-tripoz.jpg,Out of stock,null
327,"CDR ""Petit Ours"" 2017 Barret",https://www.kingscountywines.com/cdr-petit-ours-2016-barret.html,23.99,"Declassified Cornas, 100% syrah. Naturally delicious.",2020-02-10 22:53:17.178030,https://cdn.shoplightspeed.com/shops/603808/files/14221791/cotes-du-rhone-petit-ours-2016-matthieu-barret.jpg,In stock,null
